Domain Name,File URL
allrecipes.com,https://www.allrecipes.com/
foodnetwork.com,https://www.foodnetwork.com/
delish.com,https://www.delish.com/
epicurious.com,https://www.epicurious.com/
bbc.co.uk/food,https://www.bbc.co.uk/food
marthastewart.com,https://www.marthastewart.com/
cookinglight.com,https://www.cookinglight.com/
bonappetit.com,https://www.bonappetit.com/
serious eats.com,https://www.seriouseats.com/
simplyrecipes.com,https://www.simplyrecipes.com/
